1.0,
1.0,
0.970873786407767,
0.9238095238095239,
0.8543689320388349,
0.7912621359223301,
0.7135922330097088,
0.6634615384615384,
0.587378640776699,
0.49514563106796117,
0.44711538461538464,
0.3883495145631068,
0.27184466019417475,
0.24757281553398058,
0.27184466019417475,
0.24761904761904763,
0.25728155339805825,
0.3173076923076923,
0.3173076923076923,
0.3786407766990291,
0.4951923076923077,
0.5728155339805825,
0.638095238095238,
0.7067307692307693,
0.8106796116504854,
0.875,
0.8990384615384616,
0.9611650485436893,
0.9855769230769231,
1.0,
